"Model","Scenario","Region","Variable","Unit","2000","2005","2010","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"POLES ENGAGE","EN_NPi2020_500f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10203.7490234375,11570.8427734375,12363.328125,12777.8701171875,10669.453125,6850.8125,4208.611328125,2688.770263671875,1433.72119140625,827.6907958984375,"",-244.0034637451172,"",-775.4091796875,"",-1306.2685546875,"",-1701.694091796875,"",-1958.280883789062
"MESSAGEix-GLOBIOM_1.1","EN_INDCi2030_1800f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,13340.63523463972,11939.15858661487,10968.455638068,8355.971985814273,7850.621162927625,7197.025877408492,6815.868269541555,6273.401659484048,5561.025228537878,"",420.426982433061,"",-43.52545131305384,"",-222.1427266004786,"",-96.35731227525932
"MESSAGEix-GLOBIOM_1.1","EN_INDCi2030_1800f_COV_NDCp","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,12244.88972480005,9562.746878096075,8974.710305664137,8085.16742720071,7279.806875249072,6838.294810475153,6592.832833209747,6335.08994546976,5687.865869779296,"",1308.518489170515,"",208.1612874823467,"",-95.19087463049205,"",-122.9014061974941
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_600f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,13340.63523463972,6828.632254258629,4254.746700226829,3452.129069073477,2396.188913872262,1294.748798675366,341.4997762905971,59.03568724202158,47.07169539714838,"",-28.10687453038049,"",-37.96152008302991,"",-31.26180567579998,"",-18.456424714039
"REMIND-Transport 2.1","Transport_Budg1100_H2Push","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9675.7022,10910.2257,11460.2714,11528.062,8667.5773,4805.545,2120.1976,1151.2319,677.1206,233.0243,-92.2897,-296.8713,"",-542.3323,"",-607.899,"",-640.9506,"",-605.2443
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_800f_COV","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,12245.13766216135,6638.006405563908,4821.632145311257,4164.607060625716,3814.365321511446,2942.92109446956,1612.052598490024,557.8807018862018,188.170886679975,"",-21.45616368887395,"",-26.25360898225382,"",-70.15425092191515,"",-23.75980556830822
"REMIND-Transport 2.1","Transport_NDC_Conv","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9675.7022,10910.2257,11460.2714,11528.062,11198.323,10538.0702,8675.8439,6479.916,5561.0408,5000.8478,4348.4801,3655.4192,"",2297.0128,"",1603.5441,"",1634.9039,"",1861.9166
"IMAGE 3.0","EN_NPi2020_800","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9692.664941151936,11212.23775545756,13014.11469777425,13611.30444208781,12282.81283378601,9659.419059753418,6008.023818333942,-2154.664655526479,-5106.727798779805,-6566.270510355631,"",-8179.090023040771,"",-6284.901340802508,"",-7801.148255666098,"",-8195.542494455973,"",-8683.814605077107
"WITCH 5.0","EN_INDCi2030_2000_NDCp","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",12366.20921501164,13397.24123580147,14382.75226419721,14687.99594199604,9231.620005230538,9537.461917384951,5724.523556810037,3170.710125412257,1787.238200366282,596.3143062000836,77.49740294548249,-450.336391993856,-851.5051576339431,-1149.803360848925,-1681.088608741851,-2405.559502036074,-3429.801903519521,-4567.882268056648,-5682.084338436116
"WITCH-GLOBIOM 3.1","SSP1-19","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10111.8129630893,11913.5872638497,"",12676.7276884223,"",-404.8692567467569,"",-1344.15773331031,"",-2569.21581220186,"",-3915.63080786556,"",-5526.028290478111,"",-7926.53675737984,"",-8840.98486683942,"",-8788.15545142868
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_red_eff","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9321.4476,10537.8253,11823.6361,12392.8,8100.121999999998,3789.318,106.0728,-1161.532,-1216.144,-1319.66,-1387.189,-1357.897,"",-1020.393,"",-251.9575,"",0.2791,"",0.2247
"IMAGE 3.0","EN_NPi2020_1000f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9692.664941151936,11212.23775545756,13014.11469777425,13617.81636873881,12388.26251029968,10178.0469417572,6903.878808021545,710.5006227890649,-3960.465669631958,-5251.795848210651,"",-6664.2693678538,"",-8538.408676783243,"",-10022.20304807027,"",-10779.72833315531,"",-11247.39027023315
"MESSAGEix-GLOBIOM_1.1","EN_INDCi2030_2500f_COV","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,12244.88972480005,10277.6887419381,9686.371947500676,9383.51670541021,8971.208268751858,8657.214208106032,8498.129051171845,9111.917266499888,9442.9194411949,"",8965.96215306609,"",5410.779924981755,"",164.1805709007336,"",-196.500810839551
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_600f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9653.1289,10966.1849,11556.0808,11884.1622,8862.7693,4626.1556,1858.1397,1255.742,950.7365,657.3816,423.5241,246.8495,"",-127.3673,"",-343.5213,"",-407.8478,"",-435.2532
"COFFEE 1.1","EN_INDCi2030_1000_NDCp","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",13273.108164,13048.69789,11026.267239,9789.8895866,7431.26669296,1465.178419,552.1213720000001,-460.6535400000001,-583.613436,"",-780.8243150000001,"",-692.5149780000002,"",-993.396694,"",-1293.759032,"",-1312.759271
"REMIND-MAgPIE 1.7-3.0","EMF33_tax_lo_none","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9321.4476,10859.1434,13197.8374,15846.1874,16755.7041,16011.9098,14477.4171,11942.6501,8029.9148,4920.2973,2785.2751,1944.2223,"",1373.7208,"",1209.2464,"",1032.5685,"",839.7679999999999
"MESSAGE-GLOBIOM 1.0","ADVANCE_Reference","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",11097.7946023,11679.174051,"",11201.6578148,"",12260.8011472,"",12003.5489766,"",11619.1473437,"",12065.47920699999,"",11039.1835123,"",8752.531827399998,"",6337.824046399999,"",4562.2365149
"GCAM 5.3","SSP_SSP5","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10175.7133376813,11696.2659978773,12649.7132045003,13885.744041875,11636.1138635248,7335.75605059056,2741.65310444781,-508.929180330311,-2292.2807748555,-3339.39738236829,-4350.30889341304,-5402.84614960033,-5656.4703118069,-5725.46562220239,-5292.60598696324,-4611.89285628063,-4387.14145891096,-5005.99531506387,-5408.17563451995,-5799.91667720078
"REMIND-MAgPIE 1.5","SSP5-45","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10250,11680,"",13460,"",14280,"",13130,"",10300,"",6758,"",4638,"",3144,"",1791,"",947.1
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_1800","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9653.1289,10966.1849,11556.0808,11884.1622,11862.7554,10845.444,8563.4374,5661.9868,3842.7151,2793.2295,1948.3939,1599.2991,"",1300.8461,"",1315.633,"",1279.9599,"",782.9219
"WITCH 5.0","EN_INDCi2030_1000f_NDCp","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",12366.20921501164,13397.24123580147,14382.75226419721,14687.99594199604,9231.620005230538,4449.262592965782,1655.789333814346,121.6854629242294,-1320.468886408307,-1939.78225405704,-2633.448726226898,-3342.463350725764,-3969.347297874241,-4793.198541836723,-6007.324478550344,-7358.043657591542,-8575.948878821488,-10318.03298211194,-12287.76670900699
"POLES ENGAGE","EN_NPi2020_600f_COV","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10203.7490234375,11570.8427734375,12363.328125,11848.865234375,11731.8681640625,8224.8193359375,4799.37744140625,3097.447265625,1728.027954101562,931.8582763671876,"",-197.4304656982422,"",-836.985107421875,"",-1268.770263671875,"",-1512.641845703125,"",-1573.721557617188
"TIAM-ECN 1.1","EN_NPi2020_1200f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9502.758488638943,12920.26906251826,"",11411.86590278407,"",7240.315847160675,"",2246.927464957205,"",293.117495970029,"",-1968.12640988888,"",-2505.856785532188,"",-2499.191378352904,"",-1508.917857452589,"",-816.5977114248566
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_2500","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9653.1289,10966.1849,11556.0808,11884.1622,12053.0766,11410.2924,9670.9693,7060.2584,5439.7494,4371.5523,3154.2087,2445.8463,"",1651.437,"",1608.5107,"",1594.6562,"",1735.9159
"REMIND-Buildings 2.0","BEG-Budg600-EG","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9313.0082,10959.485,11745.0821,13394.7995,9446.1571,5341.5015,1798.8082,440.0306,98.8209,3.9935,-64.3422,-126.8704,"",-279.3403,"",-488.1807,"",-885.523,"",-1328.0766
"AIM/CGE 2.2","EN_INDCi2030_1200f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",11463.3257,12663.2588,14759.4334,16203.5947,16929.0641,14897.388,9914.0055,7150.2598,4233.3118,1630.2711,349.8891,-2259.0016,-5128.1123,-7422.198,-9261.3397,-9745.8855,-10150,-10523,-10831
"COFFEE 1.1","EN_NPi2020_1400f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",13045.405013,13564.533749,11956.4848885,11638.356967,10586.7412285,6246.382465,5984.294895000002,5396.072961,3782.695573,"",-451.6593350000001,"",-877.156548,"",-653.753008,"",-604.3874799999999,"",55.33811799999998
"WITCH 5.0","EN_INDCi2030_1400f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",12366.20921501164,13397.24123580147,14340.31998976194,14781.44929134829,12612.65140797849,6570.089825761252,2845.591015655318,1028.255828495232,-54.99318530160767,-764.3551479698634,-1552.97765615294,-2199.790802432614,-2847.783671249963,-3497.363038638625,-4385.524682587233,-5172.023284648261,-6160.196882460763,-7421.907446605649,-8736.054930693534
"POLES EMF33","EMF33_tax_hi_none","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8444.3251953125,10222.365234375,11611.9169921875,"",13236.44921875,"",11040.0322265625,"",10499.650390625,"",9229.3427734375,"",6232.583984375,"",4841.18310546875,"",4134.62646484375,"",3593.19311523438,"",2715.00219726562
"REMIND 1.7","ADVANCE_INDC","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9321.4476,10590.2929,11765.9545,12464.5016,11922.2223,11279.9511,10630.4304,9006.8169,7560.6698,6051.68,4576.098,3570.1398,"",1886.8752,"",1537.764,"",1446.6602,"",1483.8289
"IMAGE 3.0","EN_NPi2020_600f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9692.664941151936,11212.23775545756,13015.31759897868,13599.52720006307,12253.28493118286,7369.637171427408,2579.01930809021,-3626.401821772257,-5855.186303456623,-6868.429501851399,"",-8577.033519744873,"",-9266.94631576538,"",-8979.179302851357,"",-8789.278268814087,"",-8663.911660512287
"MESSAGEix-GLOBIOM_GEI 1.0","SSP2_int_lc_15","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8819.76386185922,10988.3299058154,11692.1746688039,"",12421.2145221445,"",9372.59997514098,"",8305.94739022088,"",8235.15127723576,"",5065.38105828857,"",-233.850831144045,"",-895.590750568577,"",-771.266531282962,"",-224.295111412016
"MESSAGE-GLOBIOM 1.0","EMF33_tax_lo_none","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8819.76386158977,10988.3299064438,11692.174667465,"",11342.0487315965,"",9040.982172220649,"",7286.198058084509,"",7166.421658368459,"",5108.492337258161,"",1788.34679182652,"",404.732632954638,"",-59.13382964708861,"",-482.854695708247
"POLES ENGAGE","EN_NPi2020_2000f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10203.7490234375,11570.8427734375,12363.328125,12777.8701171875,12940.880859375,12624.447265625,12008.474609375,11409.412109375,9956.5576171875,8004.88671875,"",5268.35302734375,"",4163.50390625,"",4203.97998046875,"",4539.82958984375,"",4485.38671875
"REMIND 2.1","R2p1_SSP1-PkBudg1300","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9653.1289,11042.9875,11579.018,11648.6893,10183.8376,8389.6522,5765.6976,3007.0399,1688.1451,1184.2123,910.3061,752.6965,"",693.422,"",523.7643,"",264.0304,"",1.6897
"POLES ENGAGE","EN_NPi2020_2000","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10203.7490234375,11570.8427734375,12363.328125,12777.8701171875,12940.880859375,12624.447265625,12008.474609375,11409.412109375,9956.5576171875,8004.88671875,"",5268.35302734375,"",4163.50390625,"",4203.97998046875,"",4539.82958984375,"",4485.38671875
"GCAM 5.3","R_MAC_85_n0","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10175.7133376288,11696.2659947255,12649.7131770937,14259.2270482917,13595.4920390219,12374.1612884701,10347.9843831565,8124.22941410709,5792.64600168651,3723.94021943907,1765.31178565908,122.406945032515,-1161.91997021536,-2023.41617307993,-2667.87533820862,-3000.23826583307,-3207.93979493663,-3107.50300369489,-3132.12620667919,-3354.93294461594
"POLES ENGAGE","EN_NPi2020_900","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10203.7490234375,11570.8427734375,12363.328125,12777.8701171875,11356.16015625,7867.14599609375,4993.8154296875,3214.70703125,1910.667846679688,1355.875610351562,"",418.3887329101562,"",-370.7606506347656,"",-659.3212280273438,"",-74.40538787841797,"",440.4341735839844
"COFFEE 1.1","EN_NPi2020_700f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",13045.405013,13564.533749,11956.4848885,11339.388993,7311.166559499999,2800.664599,1972.361866,887.7645570000002,-285.107045,"",-579.395099,"",-412.509366,"",-20.06552600000004,"",352.440053,"",447.9493019999999
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_1800f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9653.1289,10966.1849,11556.0808,11884.1622,11847.2989,10783.7527,8438.9517,5531.1187,3714.3451,2648.5952,1905.6101,1557.5392,"",1299.5889,"",1330.5892,"",1431.2731,"",1591.5387
"MESSAGEix-GLOBIOM_1.1","EN_INDCi2030_1000","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,13340.63523463972,11939.15858661487,10968.455638068,4084.255561690967,862.8939310730854,61.85749442415023,-43.87761660139158,-158.8569947819256,-146.3003971154909,"",-193.853538658875,"",-275.7326028053431,"",-583.5910735157764,"",-449.697770668316
"COFFEE 1.1","EN_NPi2020_1600f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",13045.405013,13564.533749,11956.4848885,11662.544117,10711.5857015,6619.277167000001,6390.406519,5967.062876,4500.74725,"",481.9616520000001,"",-1133.575201,"",-1183.453377,"",-723.375414,"",-484.631533
"IMAGE 3.2","SSP2_SPA2_26I_D","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9317.997059079717,10866.33896926483,11792.2529390247,13106.09642783738,12717.03044689075,12343.58732017834,10592.50847594871,5926.572720748537,1499.105354286419,-801.1545489960067,-2537.101129921452,-3647.923132115433,-5428.155502177022,-7589.603742653669,-9039.631208605802,-9728.168885797506,-9966.58285549488,-9643.945694846449,-9199.882826052011,-9002.730290913441
"WITCH 5.0","EN_INDCi2030_1200_NDCp","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",12366.20921501164,13397.24123580147,14382.75226419721,14687.99594199604,9231.620005230538,4803.21246711589,1952.359574933257,278.6528301823363,-1066.899529569078,-1843.850310991177,-2546.761575208646,-3186.835653982177,-4049.445458012472,-5043.450317652994,-6546.231248750508,-8203.094081485027,-9974.013646356314,-11127.93501038925,-11359.99217784665
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_900f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,13340.63523463972,8005.587456769777,5443.14379213847,4772.929590518675,4393.36532451035,3742.319376905381,2263.961620846746,860.2084535860295,254.5162250336408,"",-36.39672112293155,"",-72.69176525815293,"",-73.15361997182426,"",-14.08002360758442
"IMAGE 3.2","SSP2_SPA2_34I_LI","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9316.732089571748,10862.7346366585,11788.34088750559,13118.35448066442,12535.49726918056,12129.46915736794,11519.75035772144,12392.68072558848,12380.59926145571,12189.99099842263,11318.29937401986,10127.42543312587,8983.260076067922,7622.779687938667,5925.831835013912,4130.217671769822,3080.996493778575,2426.610370697641,2498.176654406998,2954.386552443467
"REMIND-MAgPIE 1.7-3.0","EMF33_Med2C_full","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9321.4476,10859.1434,12843.9928,14428.4507,14695.2446,13341.8181,10857.2162,7056.158,3838.1903,2223.546,1684.67,1413.491,"",1184.8644,"",917.7458,"",249.1218999999999,"",-497.2156
"COFFEE 1.1","EN_INDCi2030_800f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",13045.405013,13564.533749,11956.4848885,10771.040111,9629.769722400002,2877.189942,2264.4440567,1503.35066765,56.6030464,"",-448.60017615,"",-489.9333807,"",-214.2078099,"",277.7033734,"",427.64150235
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2100","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9653.1289,10966.1849,11556.0808,11884.1622,11172.2029,9976.6121,7759.9493,5057.4499,3848.6221,3098.7457,2205.9754,1743.0863,"",1434.0859,"",1433.7149,"",1480.0287,"",1646.8823
"MESSAGEix-GLOBIOM_1.1","EN_INDCi2030_950f_COV_NDCp","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,12244.88972480005,9562.746878096075,8974.710305664137,4559.442564511343,3315.977362871294,2236.930824907304,1084.61775843367,282.9994311178512,80.30293410418435,"",-36.34270532340138,"",-192.1492756716786,"",-93.02398317677162,"",-91.17444713259592
"POLES GECO2019","CO_GPP","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10203.7490234375,11570.8427734375,12363.328125,12812.5439453125,13140.638671875,10418.02734375,7765.908203125,6368.7021484375,5267.302734375,4945.33935546875,"",4563.544921875,"",4491.43603515625,"",5155.9658203125,"",5587.080078125,"",5772.45166015625
"TIAM-ECN 1.1","EN_INDCi2030_3000","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9515.552782594012,12946.46820671218,"",12786.29761030361,"",8118.062231773367,"",6213.462484094142,"",3188.643787461101,"",1653.912059495276,"",1024.142995623182,"",436.3698023034366,"",-830.6287305071121,"",-442.6405426483277
"GCAM 5.3","R_MAC_60_n0","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10175.7133376813,11696.2659975859,12649.7131974087,14259.227065482,12974.9547776356,10369.9746622581,6937.64254264667,3629.82082964528,788.641579589714,-1010.00843920342,-2218.95735671206,-3272.24269189221,-3526.89411441959,-3610.52615202194,-3566.84385124191,-3469.91543638824,-3494.5275170735,-3676.04724847834,-3840.5373208138,-4028.64092288244
"REMIND 2.1","R2p1_SSP1-Base","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9653.1289,11107.7729,11783.668,12594.9925,13503.387,14487.2501,14821.8404,13517.4171,11864.478,10268.7654,8483.5667,7048.7738,"",4306.1323,"",2116.5462,"",1394.8752,"",1087.7506
"POLES ENGAGE","EN_NPi2020_1000_COV","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10203.7490234375,11570.8427734375,12363.328125,11848.865234375,11734.369140625,9187.4189453125,6068.55810546875,3960.92431640625,2461.288818359375,1714.666137695312,"",807.90673828125,"",679.528564453125,"",847.1326904296875,"",723.6640014648438,"",1123.270751953125
