"Model","Scenario","Region","Variable","Unit","2000","2005","2010","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"GEM-E3_V2021","EN_NPi2020_1800f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","","",12395.23196576639,12598.87280190953,12309.65780036798,10089.76100345996,8275.387452955703,6008.145791557423,4098.590752001035,3118.904668254145,1858.918597926523,964.845907959,44.03952809838501,-315.1599773294107,-1022.701403280705,-1638.684433587086,-2481.554286550044,-2454.51127525773,-2738.664055231294,-3070.66235433426
"AIM/CGE 2.2","EN_NPi2020_1800","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",11463.3257,12663.2588,14759.4334,14771.335,13878.5341,13239.1778,12030.3617,10429.1165,8375.5027,6034.7951,4047.7579,2657.9485,884.1448,-973.2469,-3552.7658,-4906.0754,-5409.9147,-5659.9464,-5931.5741
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_800f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,13340.63523463972,7397.892338734225,5096.552611898161,4221.05917352782,3726.556281794286,2577.224943107379,1277.089571823286,289.9772069029705,160.4234157065786,"",-65.62131921716654,"",-68.59983375836029,"",-85.34595786457122,"",-7.336324852198742
"MESSAGEix-GLOBIOM_GEI 1.0","SSP2_openres_lc_100","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8819.76386185922,10988.3299058154,11692.1746688039,"",12421.2145221445,"",5294.41003149493,"",1743.04164878038,"",553.258592475822,"",-104.940297045737,"",-188.453022191781,"",-305.450915674935,"",-235.489834394749,"",-172.003639580603
"REMIND 2.1","R2p1_SSP1-NPi","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9653.1289,11042.9875,11579.018,11648.6893,11770.4028,11780.7805,11544.1491,10554.7373,8905.4587,7367.6159,5787.8784,4418.9035,"",2828.9972,"",1608.3411,"",1059.6576,"",918.0115
"MESSAGEix-GLOBIOM_GEI 1.0","SSP2_openres_lc_50","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8819.76386185922,10988.3299058154,11692.1746688039,"",12421.2145221445,"",6169.59463518183,"",4344.12791834207,"",1616.52927182865,"",366.080255624244,"",136.821244689919,"",-65.2089875357024,"",-234.065030137418,"",-138.620186744946
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_800_COV","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,12245.13766216135,5851.81861048346,3490.817908962759,2761.941708830399,1841.108469729242,1023.825726915996,283.4888612813983,126.1871225877906,81.02930953292343,"",-21.5775442794974,"",-107.2120820041756,"",-108.4093793614252,"",-295.6034726213697
"COFFEE 1.1","EN_INDCi2030_1400","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",13045.405013,13564.533749,11956.4848885,10771.040111,9629.769722400002,3809.196651,3426.09418,2764.415632,1357.59819,"",-873.4656320000001,"",-944.912142,"",-832.8906119999999,"",-1324.799326,"",-1396.776304
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_600f_COV","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,12245.13766216135,5975.757746217293,3848.192139976822,3226.692215573475,2602.668067539117,1518.921571564121,658.2445597177962,130.5624096604271,72.07634345959717,"",-21.54210238645912,"",12.72082953837605,"",-73.64216197055516,"",-17.44411976643768
"IMAGE 3.0.2","EMF33_Med2C_nobeccs","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",9194.140625,11050.400390625,12583.5703125,"",13931.2900390625,"",10564.8701171875,"",6946.115234375,"",2324.0419921875,"",909.08349609375,"",920.402770996094,"",1258.42102050781,"",1143.248046875,"",1232.97302246094
"WITCH 5.0","EN_NPi2020_900","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",12378.1437664482,13397.41539038219,14810.25688696252,6290.689623557873,3078.170155403694,954.2742696662784,-157.7100036011068,-1365.101046755689,-2190.53126479341,-2725.745958840782,-3390.109491450919,-4020.608554456187,-4896.278011751279,-5979.705501555301,-7299.67710010931,-8121.410875624071,-8611.840274138469,-9549.892544288108,-10486.59488853103
"MESSAGEix-GLOBIOM_1.1","EN_INDCi2100_COV","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,12244.88972480005,10277.6887419381,9686.371947500676,10036.04116200795,9847.190587048924,10319.5810816001,11180.24535650346,12852.04175333448,14069.33153123937,"",17035.77667120018,"",19913.93052738096,"",19783.63523830511,"",18438.68886481721
"WITCH 5.0","EN_INDCi2030_900_NDCp","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",12366.20921501164,13397.24123580147,14382.75226419721,14687.99594199604,9231.620005230538,3426.184888420523,1023.199781438226,-486.7002762096319,-1801.454270668523,-2489.632051129641,-2901.389311924684,-3502.882684440123,-4307.612212902205,-5014.946559538659,-5891.411809333036,-6794.807777784727,-7746.226551551095,-8913.789157175186,-9001.764343078195
"POLES ENGAGE","EN_INDCi2030_1600","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10203.7490234375,11570.8427734375,12363.328125,12851.578125,13500.0263671875,12554.716796875,10590.169921875,8017.66162109375,5912.1357421875,4591.5068359375,"",3039.934326171875,"",2555.949462890625,"",2284.442138671875,"",1826.855102539062,"",1364.791870117188
"REMIND-MAgPIE 1.5","SSP2-34","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10250,11910,"",13920,"",12680,"",8237,"",4250,"",2046,"",769.3,"",-34.58,"",-816.9,"",-1552
"IMAGE 3.0","EN_INDCi2030_1400","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9692.664941151936,11212.23775545756,13014.99064763387,13653.96285057068,12788.69922955831,12623.53372573852,10704.74545160929,7343.900680541992,3782.778978347778,-1884.98596350352,"",-4536.506295204164,"",-6839.814702669779,"",-8605.652252833048,"",-9544.82873280843,"",-9204.245964686075
"POLES ENGAGE","EN_INDCi2030_500f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10203.7490234375,11570.8427734375,12363.328125,12851.578125,13500.0263671875,12554.716796875,4010.829833984375,2316.536376953125,1842.393310546875,1128.819702148438,"",320.2416687011719,"",-904.279052734375,"",-1554.256225585938,"",-1897.06103515625,"",-2045.589721679688
"COFFEE 1.1","EN_INDCi2100","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",13045.405013,13564.533749,11956.4848885,10771.040111,9629.769722400002,5784.295186000002,6005.857753,5877.667289999999,4870.752353000001,"",6559.814624,"",7393.264341999999,"",6290.329959000001,"",6830.955749999998,"",7579.113658999999
"POLES ENGAGE","EN_INDCi2030_2500","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10203.7490234375,11570.8427734375,12363.328125,12851.578125,13500.0263671875,12554.716796875,11825.205078125,11567.5078125,10721.8857421875,9978.47265625,"",7496.16796875,"",6103.869140625,"",6452.72802734375,"",7347.87890625,"",8123.95556640625
"MESSAGEix-GLOBIOM_GEI 1.0","SSP2_openres_lc_15","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8819.76386185922,10988.3299058154,11692.1746688039,"",12421.2145221445,"",9315.09280972565,"",7517.5495078913,"",7523.87560131968,"",4670.14956026312,"",-429.433342132725,"",-1247.58213735124,"",-893.097380244416,"",-295.016869485138
"REMIND-MAgPIE 1.7-3.0","PEP_1p5C_full_goodpractice","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9321.4476,10537.8253,11823.6361,12535.27,11826.67,10691.22,6982.616,3351.551,102.8234,-1307.34,-1935.196,-2229.366,"",-2322.547,"",-1860.852,"",-948.0698,"",-246.721
"AIM/CGE 2.2","EN_NPi2020_1200","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",11463.3257,12663.2588,14759.4334,13360.7384,10664.0421,9073.1892,7258.8785,4840.5995,3000.007,1539.2246,-58.2781,-2680.1011,-5149.8533,-6321.0985,-6600.4564,-6896.8358,-7192.7791,-7430.8508,-7636.5206
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_600_DR10p","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,13279.31692947179,6899.281816782135,3614.950958527743,1499.606394752372,193.7120188373983,-47.87152001056669,-152.2301449190694,-290.9930874189189,-295.0901952865341,"",-171.9576038031846,"",-160.06138096092,"",-352.8013190781027,"",-564.6868431185793
"POLES ENGAGE","EN_INDCi2030_1400","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10203.7490234375,11570.8427734375,12363.328125,12851.578125,13500.0263671875,12554.716796875,9898.3310546875,6786.49365234375,4857.12255859375,3709.99072265625,"",2372.302734375,"",1832.261474609375,"",1145.301635742188,"",189.6277465820312,"",375.8023986816406
"GCAM 5.3","SSP_SSP4","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10175.7133376813,11696.2659975859,12649.7131974087,13606.8739526066,12065.4142120395,8727.39476180644,4788.01968267576,1407.88794658084,-769.529386758575,-1875.60602953573,-2826.5774222552,-3837.34835310338,-4029.04496813434,-4154.03689140972,-4325.2190234622,-4480.80455904851,-4651.53144635958,-4498.19840218535,-4121.37520064157,-4161.2726417343
"TIAM-ECN 1.1","EN_NPi2020_1000f_COV","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9502.08548311825,12914.66348424407,"",11320.43726657555,"",6177.004403145047,"",1431.119573532428,"",-1260.739167131501,"",-2397.112557211029,"",-2543.379151140728,"",-1886.00770480227,"",-1299.838341702191,"",-520.8032302505726
"MESSAGEix-GLOBIOM_1.1","EN_INDCi2030_2500","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,13340.63523463972,11939.15858661487,10968.455638068,10615.59720715443,9849.060570745016,9282.57012109618,9186.556244952711,9439.449104273568,9519.623848033532,"",7976.698368527384,"",2373.879416366184,"",-65.42649487449714,"",-535.3587444292319
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_600f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9653.1289,10966.1849,11556.0808,11884.1622,11172.2029,9976.6121,5480.9258,1911.7196,999.5024,571.4642,236.3869,40.7476,"",-267.0245,"",-422.5466,"",-442.4282,"",-448.4995
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_600","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9653.1289,10966.1849,11556.0808,11884.1622,7456.8939,2815.8178,1125.8671,824.8278,341.1904,-18.3336,-204.3525,-332.2991,"",-422.9027,"",-429.9382,"",-433.5617,"",-453.2152
"IMAGE 3.0.1","EMF30_Slower-Action+SLCF","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",11050.1796875,12583.26953125,13896.509765625,14176.919921875,14034.33984375,13771.6796875,13531.0498046875,13129.5400390625,13277.1904296875,13523.080078125,"",14277.580078125,"",14712.5400390625,"",14404.7001953125,"",13844.7998046875,"",14914.6103515625
"REMIND 1.7","CEMICS-1.5-CDR8","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9321.4476,10611.2582,12185.6221,13124.6754,8639.526,4112.91,808.4922,7.5574,-0.6031000000000001,-1.3964,-1.8422,-1.8553,"",-0.1333,"",0.5507000000000001,"",0.2859,"",0.2337
"POLES GECO2019","CO_NDC_2050convergence","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10203.7490234375,11570.8427734375,12363.328125,12781.3740234375,13470.826171875,13432.1943359375,13452.298828125,12530.64453125,11698.2724609375,11102.611328125,"",9127.505859375,"",7560.68896484375,"",7322.037109375,"",7217.482421875,"",6725.751953125
"COFFEE 1.1","EN_INDCi2030_2000f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",13045.405013,13564.533749,11956.4848885,10771.040111,9629.769722400002,5274.124323,5313.375207,5016.051188,3829.598807,"",2644.93469,"",356.534956,"",-1059.58345,"",-1212.346489,"",-872.6693639999999
"POLES EMF33","EMF33_tax_lo_full","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8444.3251953125,10222.365234375,11611.9169921875,"",13236.234375,"",12606.4384765625,"",13208.0458984375,"",12917.1064453125,"",9965.1240234375,"",7833.53369140625,"",5647.04150390625,"",2829.40112304688,"",-679.8531494140619
"IMAGE 3.0.1","CD-LINKS_NDC2030i_1000","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9692.7121480306,11212.3444080353,12851.7877260844,13970.2349503835,14290.9576098124,12689.9406909943,6089.530428250629,5369.268854459129,2372.87998199463,-203.431610018015,"",-2682.31888612111,"",-3465.3212428093,"",-4689.41374619802,"",-5175.84478855133,"",-4937.01994419098
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_2000","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9653.1289,10966.1849,11556.0808,11884.1622,11940.5312,11098.0333,9074.1099,6424.332,4605.2262,3470.6271,2338.1419,1863.0765,"",1481.3178,"",1439.6885,"",1343.0511,"",830.2398
"MESSAGEix-GLOBIOM_1.1","EN_INDCi2030_1200","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,13340.63523463972,11939.15858661487,10968.455638068,5535.4517500778,2813.392993176547,1482.159176024672,496.0960318896687,172.449356149393,132.6520761529962,"",-38.66747206857006,"",-218.4990691404272,"",-433.0538773483858,"",-485.9633678657423
"WITCH 5.0","EN_NPi2020_1800","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",12366.20921501164,13397.24123580147,14818.15082113913,11742.0631953823,8882.858678519124,5739.268987859969,3073.54698895564,1322.076675860868,523.1173157827587,-113.2711335051578,-605.1139289946682,-1038.01590687368,-1567.132945492864,-1981.740475318722,-2700.16183748997,-3580.71704279552,-4687.872145749718,-5908.832354517234,-7244.069816948493
"POLES ENGAGE","EN_NPi2020_1200","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10203.7490234375,11570.8427734375,12363.328125,12777.8701171875,11838.3134765625,9913.361328125,7748.20751953125,5734.10009765625,3944.624267578125,3039.29248046875,"",2034.438354492188,"",1678.153198242188,"",1449.368408203125,"",1372.191528320312,"",1365.541137695312
"MESSAGEix-GLOBIOM_1.1","EN_INDCi2030_1200f_NDCp","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,13340.63523463972,11809.65358227905,10804.14610403293,6501.166902428815,5246.254170493576,3695.031888160348,2422.23344351083,1219.998299103347,366.1430771733448,"",-79.982592022163,"",-352.9308025479534,"",-97.23275161763884,"",-95.23517146274132
"MESSAGEix-GLOBIOM_1.1","EN_INDCi2030_1400f_NDCp","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,13340.63523463972,11809.65358227905,10804.14610403293,7089.816012892036,6096.562715674903,5652.603228584585,4045.314715610252,2826.74426007822,1699.957927370268,"",164.8812796448307,"",-172.7912551663011,"",-89.52067578778095,"",-94.14774990484938
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_1000_DR4p","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,13219.14601920013,7307.291057080303,4876.77224019511,4061.524475504049,3079.115867942904,1970.950579186183,987.8467827076674,232.3613574968551,145.5751392995918,"",-21.05352697472195,"",-208.0038957376915,"",-195.8191251222993,"",-450.8266736609257
"MESSAGEix-GLOBIOM_1.1","EN_INDCi2030_1000_NDCp","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,13340.63523463972,11809.65358227905,10804.14610403293,4060.073916179678,955.9819233918574,72.8429162606855,-18.74904664906745,-113.1232738819604,-99.95058368672194,"",-150.5179429020374,"",-266.9713937998142,"",-590.8413908218411,"",-460.7258338499672
"GEM-E3_V2021","EN_INDCi2030_1000f_COV","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","","",12395.23196576639,11695.55563411366,12357.18801127574,11564.02098172038,6291.408131840895,2966.809710671656,1555.221126937199,-293.6644164434767,-1143.01475475338,-2434.597146712218,-3550.992961640351,-4004.746459439907,-5118.131130013712,-5075.086661752898,-5361.15610734785,-5590.659473539959,-6191.584577236885,-6269.828845360499
"COFFEE 1.1","EN_INDCi2030_1000","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",13045.405013,13564.533749,11956.4848885,10771.040111,9629.769722400002,1742.664561000001,775.869342,-324.72935,-582.994598,"",-962.801975,"",-933.694217,"",-1109.291501,"",-1419.690604,"",-1332.515822
"IMAGE 3.2","SSP2_SPA1_19I_D_LB","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9317.997059079717,10866.33896926483,11792.2529390247,13106.09642783738,10552.84595585437,2934.932291774533,-333.8728895093535,-768.953556885688,-829.0395538765858,-926.4992476351916,-1005.243818056575,-1057.823429601196,-1003.439466249771,-703.835000658442,-267.2595853849823,-100.8755335055106,-97.07925221213095,-3.661380227367143,107.401802524754,94.14071280123297
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_700","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9653.1289,10966.1849,11556.0808,11884.1622,11172.2029,9976.6121,4966.097,727.5166,-486.2338,-779.5277,-787.6171,-795.5701,"",-665.4009,"",-378.6705,"",-63.4857,"",-106.8407
"MESSAGEix-GLOBIOM_1.1","EN_INDCi2030_1200_NDCp","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,13340.63523463972,11809.65358227905,10804.14610403293,5381.569606761433,2934.653947584278,1745.00665582015,603.2210960225151,198.3239062589734,139.5009325940334,"",-35.11831245471557,"",-178.5097019608923,"",-382.661982613358,"",-469.2672394093286
"COFFEE 1.1","EN_NPi2020_400","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",13045.405013,13564.533749,11956.4848885,5010.878726,-10.24635349999998,-151.757141,-155.509974,-137.119237,-157.142606,"",-170.645037,"",-348.5068149999999,"",-861.7882629999999,"",-1323.020502,"",-1326.620308
"REMIND-MAgPIE 2.0-4.1","Diff_1300Gt_hybrid_def","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9313.0082,10979.053,11760.8922,11610.0512,10744.8921,9201.8652,6050.8725,3676.4664,2260.3684,1586.1895,1134.3689,1075.2385,"",1190.9365,"",1118.4778,"",904.0354,"",684.9473
"REMIND-MAgPIE 1.7-3.0","CD-LINKS_INDC2030i_1000","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9321.4476,10375.3459,11544.875,12481.8803,12278.81,12088.48,8651.362,4813.611,1601.016,196.802,-114.9334,-272.5273,"",-401.3243,"",-381.384,"",-285.7939,"",-203.119
"COFFEE 1.1","EN_INDCi2030_700","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",13045.405013,13564.533749,11956.4848885,10771.040111,9629.769722400002,-234.41972175,-258.734675,-297.4632114999999,-284.8047614999999,"",-180.08946325,"",-342.755551,"",-913.47940325,"",-1388.9314,"",-1395.458815
"GEM-E3_V2021","EN_NPi2020_600f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","","",12395.23196576639,12598.87280063153,10545.99452487008,7693.263593831298,4199.458463410426,1751.442181746552,231.5381931071642,-1424.57440753433,-2863.820743079646,-4395.781409116776,-5201.337400744527,-5774.841601953713,-7269.236716849828,-7559.378574986828,-7959.088811000667,-8279.589105499595,-8559.232348302505,-9268.552899259845
"REMIND-MAgPIE 2.1-4.2","EN_INDCi2030_3000","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9653.1289,10966.1849,11556.0808,11884.1622,11172.2029,9976.6121,8580.4277,6593.4985,5796.0497,5015.7529,3963.3205,3031.6763,"",1928.2798,"",1821.4764,"",1681.702,"",1831.3911
"MESSAGEix-GLOBIOM_1.1","EN_NPi2020_3000f_COV","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,12245.13766216135,9970.67824867491,10103.06119319788,10277.66695867003,9653.006037473064,9107.775173016364,9270.814712186911,10253.69809746753,11160.64253157801,"",12331.85603180047,"",10780.51134773474,"",5662.454674486894,"",-27.91945933847514
"MESSAGEix-GLOBIOM_1.1","EN_INDCi2030_950_COV","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8676.462630642422,10427.14377423335,10836.10564712065,13276.53796333692,12244.88972480005,10277.6887419381,9686.371947500676,3448.167930012389,546.5438674379357,61.24028616453487,-35.89052387868066,-136.9308962634504,-118.9366585212432,"",-146.7363615054574,"",-240.8473920591835,"",-511.2229900876957,"",-394.2632834525842
"WITCH 5.0","EN_INDCi2030_1800f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",12366.20921501164,13397.24123580147,14340.31998976194,14781.44929134829,12612.65140797849,8784.891351931095,4692.207519474263,2360.553930386969,1064.398883474145,202.6296393220642,-319.1826559630761,-815.3973651031972,-1224.44317228805,-1661.431454409149,-2304.46000557554,-3194.303965801788,-4074.182296367614,-5227.241208041858,-6525.25514010591
"MESSAGE-GLOBIOM 1.0","EMF33_WB2C_nofuel","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8819.76386158977,10988.3299064438,11692.174667465,"",10390.5530693164,"",4716.36506051679,"",851.430183821671,"",-1308.87896387115,"",-2892.70218892143,"",-1999.63232594964,"",-1596.48459815634,"",-2433.17424931314,"",-2540.05224492913
"GCAM 5.3","SSP_SSP3","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10175.7133376813,11696.2659975859,12649.7131974083,13556.2734317367,12094.079776602,9230.93264183058,5760.66995807359,2473.11395257452,87.9827814260784,-1370.0141297304,-2620.90620836893,-3546.36693569602,-3458.2600378494,-3722.02618645164,-3775.13034805005,-4007.79064951124,-4570.90174934771,-4930.03725491428,-4972.11596390897,-5503.82060336026
"POLES ENGAGE","EN_INDCi2030_1000f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",10203.7490234375,11570.8427734375,12363.328125,12851.578125,13500.0263671875,12554.716796875,7259.55615234375,4082.56396484375,3019.051513671875,2055.2587890625,"",579.2650756835938,"",-713.230712890625,"",-1461.0751953125,"",-1636.678833007812,"",-1471.572875976562
"GEM-E3_V2021","EN_NPi2020_800","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","","",12395.23196576639,12598.87278505047,10179.2135525082,7030.363347112087,3194.927105355598,1206.683323577494,-313.7490983801569,-1582.46813662626,-2314.913636619285,-2941.661152799423,-3298.564042896011,-3638.324410271222,-4739.636667157806,-4632.31583167706,-5250.174093324436,-5255.57075850715,-5337.185411242811,-5204.199091013116
"REMIND-MAgPIE 2.1-4.2","CEMICS_SSP2-1p5C-minCDR","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9313.0082,10750.5247,11486.3374,11494.7346,7137.3845,2673.6141,555.4997,182.2193,63.021,1.8097,1.2494,0.7726,"",0.3375,"",0.3854,"",0.6103,"",0.9145
"REMIND-MAgPIE 2.1-4.2","NGFS2_Net-Zero 2050 - IPD-median","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",10801.7075,11745.9625,13015.3657,8622.4847,2981.4464,930.7993,463.9377,-78.3935,-280.7834,-399.2349,-467.6221,"",-487.5458,"",-443.9672,"",-434.0004,"",-453.7117
"WITCH 5.0","EN_NPi2020_900f","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",12366.20921501164,13397.24123580147,14818.15082113913,6982.37414554914,3705.725520917244,1259.96238255274,100.4033230620494,-972.6683119252856,-2108.063036273016,-2509.829102246725,-3205.452623073764,-3819.547264553946,-4554.703597452853,-5407.302755001789,-6262.853006932354,-7261.361443344856,-8262.7061733824,-9703.98514235601,-11468.56907934831
"GEM-E3_V2021","EN_NPi2020_500","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","","",12395.23196576639,12598.87278505047,7082.600184499537,4086.735457171553,798.4350929481408,-855.3695286482307,-2029.30303162571,-3122.469752063999,-3698.347047809278,-4259.61150788608,-4509.906210642934,-5289.730691896086,-6105.259634804326,-6301.323246337076,-6554.716977328368,-6590.47544088312,-7142.1286198528,-7626.637024119917
"IMAGE 3.0.1","EMF30_Slower-Action","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",11050.1796875,12583.26953125,13896.509765625,14176.919921875,14030.650390625,13731.919921875,13466.6396484375,13084.48046875,13238.8896484375,13482.490234375,"",14235.6904296875,"",14669.8203125,"",14417.0302734375,"",13875.240234375,"",14887.8798828125
"IMAGE 3.2","SSP2_SPA2_34I_RE","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9317.5826875892,10864.33704792879,11790.98097590508,13141.040008468,12543.91932601523,11669.4818348367,9779.550076420055,8699.343046343422,8209.872405480646,10361.18602846878,10827.33297446453,9583.654642976344,8426.964601647029,6673.524102181899,5110.775789089697,3664.163391128496,3071.828524550904,2546.033501856519,3136.277497099844,4181.103627267104
"WITCH 5.0","EN_NPi2020_1000","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",12366.20921501164,13397.24123580147,14818.15082113913,6918.128743364394,3716.766564428773,1331.090694018736,293.8202643143184,-643.2317600587859,-1756.755531132499,-2434.417131200233,-3139.478044262881,-3889.402532697177,-4756.115564436952,-5803.819315190194,-7275.805169668176,-8846.556769939678,-9907.548657849116,-10585.6600254412,-11390.46476951001
"AIM/CGE 2.0","SSP4-34","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","",9783.3702,12000.7503,"",16882.0944,"",17894.7778,"",15081.1846,"",11792.5672,"",7445.5142,"",4019.7477,"",1717.7916,"",113.098,"",-1221.2605
"WITCH 5.0","EN_INDCi2030_3000","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr","","",12366.20921501164,13397.24123580147,14340.31998976194,14781.44929134829,12612.65140797849,12971.31250120581,10959.31103602927,8856.12193857759,6796.451678356846,5426.392848209419,4838.091908930355,4298.293187930847,3665.741209301046,3459.279201137401,3277.851870761142,3211.165239398677,3036.615247855515,2871.995530981214,2768.657895222845
"POLES EMF33","EMF33_Med2C_none","World","Emissions|CO2|Energy|Supply|Electricity","Mt CO2/yr",8444.3251953125,10222.365234375,11611.9169921875,"",13164.126953125,"",7570.50341796875,"",5385.67333984375,"",3476.35302734375,"",2231.00122070312,"",1664.97180175781,"",1643.13391113281,"",1354.36511230469,"",1128.2421875
